2.3060066442816467,1.48
2.299923759052213,1.46
2.1490325094949463,1.48
3.3117084942371116,1.18
2.2441415346567086,1.4
1.0387846810085644,0.33
0.29551604775062096,0.84
2.2489806794561353,1.42
1.087183758995263,0.19
1.2514656550560475,0.21
4.100268819834468,1.59
0.21315290475418186,0.85
3.213282143058017,1.15
2.1855039806661254,1.31
4.29278835268093,1.67
2.206807089364696,1.48
2.145102861031532,1.32
1.2470363053514817,0.31
1.2011581644214038,0.28
0.26460400693768865,0.91
4.274996825206344,1.48
2.288452195693723,1.38
2.2575622654770884,1.32
3.1121382164215823,1.07
0.17717460194309947,0.82
1.2810388447377214,0.26
1.0320038405924397,0.33
3.1245790395484043,1.07
0.2795009913335394,0.78
2.293541939343314,1.39
4.197299166086536,1.59
4.065985131507622,1.62
1.1482644890522384,0.24
0.009168510315979539,0.79
0.20428186008374802,0.85
4.186333936226854,1.63
3.18500761933488,1.15
1.3236797281479182,0.28
2.031763045862354,1.36
4.24846167602421,1.5
4.143554563453203,1.54
0.3134122938778934,0.83
0.2981051366586613,0.78
3.011192461015224,1.1
0.2700426217778088,0.82
2.1431515040770335,1.48
2.0330872380123877,1.45
4.075005883675025,1.6
3.0631415062916996,1.11
0.21269290343280553,0.74
0.24044687279676977,0.88
0.104980775490615,0.75
3.2428791733456923,1.11
1.2428097258879558,0.31
1.1898398433340165,0.35
2.017564257373509,1.38
1.1236726194524327,0.34
1.3258299939558453,0.26
0.20467299042676032,0.82
4.2423030539595965,1.6
1.3126250352566915,0.19
3.1844052765665767,1.2
1.2487668012478985,0.27
0.21970827475255994,0.85
3.0387921873120938,1.07
0.33054174097390443,0.79
2.3096187290983674,1.49
4.158975716629595,1.56
1.2636995070448993,0.35
4.253131393204446,1.48
3.329307826227925,1.2
3.174696584481825,1.17
1.0889054035306434,0.21
1.16776968065284,0.36
1.2973003079227623,0.24
1.139774940758883,0.2
1.3125003597674236,0.2
2.239441318751671,1.31
2.240539222197102,1.31
0.22305908866382965,0.89
2.086256888778831,1.38
1.0478213771421303,0.24
2.30502125111582,1.43
2.13980148202828,1.43
1.2420407921560739,0.28
0.17177629831505936,0.79
4.07963463528972,1.6
2.2461149783831087,1.34
2.1898826067390127,1.44
0.2839853646516382,0.77
0.15579423881883667,0.74
2.1294430717570583,1.43
2.29910792879034,1.42
2.0034597684267386,1.36
1.0064617581645807,0.37
0.19408813547505305,0.86
2.1044635249435157,1.36
3.330947588715195,1.2
1.065710318817793,0.35
3.246937499641578,1.04
3.083383598595362,1.18
3.1738587930425965,1.2
4.1392016474058995,1.65
0.19686340849269818,0.79
1.1855628158252562,0.36
1.321623474454717,0.31
4.275335783026182,1.58
3.3029635195310654,1.15
0.10216699906113101,0.92
0.15704523540527593,0.77
1.2963818528505775,0.23
2.2707434417527343,1.43
4.116216639834764,1.63
1.2771756473919686,0.24
2.315470737137473,1.33
1.0007136170943303,0.25
0.04163701993185002,0.8
2.2696131445888876,1.45
0.29979601744829504,0.77
2.24375535374788,1.31
2.1100472238926504,1.43
2.0640465871930394,1.35
1.2730029843041746,0.26
1.1132442151622737,0.29
3.282224782511622,1.21
4.08544141593609,1.61
3.1091410362127068,1.07
3.0917014134745955,1.14
0.2484491980502164,0.89
0.297213638052544,0.78
2.2340553951339186,1.5
0.3190494488232198,0.84
1.155288422896074,0.28
0.01574015905908784,0.9
4.233254025757583,1.66
2.2723170540927793,1.32
4.276324752327529,1.48
2.1824817390909397,1.38
2.0049926553687882,1.39
2.3316081109809366,1.46
1.3201318456107878,0.22
3.1448924109941205,1.15
0.1431471404803317,0.88
4.185815809013648,1.49
0.30272519732034636,0.91
1.302201882072021,0.26
4.0935510980998915,1.66
2.194320771638766,1.33
2.0200772661080633,1.42
3.2771065365246703,1.05
0.20615546900340084,0.75
1.1578803716131971,0.26
4.083248631677411,1.49
3.0934955188071855,1.21
0.24691220657027052,0.91
0.3146545849142181,0.82
1.162696266184848,0.35
0.22163170339645,0.84
2.1149257172814906,1.33
4.0597313202321015,1.56
3.2134585873025814,1.19
3.332281285541194,1.04
0.04502715443401547,0.77
2.029306333549861,1.45
2.2152093264853976,1.37
4.202824972969466,1.53
0.12418197891992579,0.77
2.264130230429317,1.36
2.326670798438175,1.49
2.241082838441392,1.32
1.2435692013404953,0.36
3.268671161484556,1.08
1.1602019180590109,0.27
1.0150282977390097,0.29
1.3015475815681625,0.31
3.0422423722209624,1.07
2.1782369972255053,1.33
0.2236787380328937,0.81
2.2636242941758815,1.44
3.0791996466540374,1.1
0.11198436085637575,0.75
4.063456866280642,1.54
1.1147455202030536,0.3
3.2243000499121326,1.05
3.0107198632308614,1.14
1.0111111784883873,0.31
1.2130373164829191,0.38
4.065585457753689,1.49
3.1896313859533394,1.18
4.207367687410171,1.51
3.2137976742381116,1.18
2.236032405036069,1.32
1.2285719485034834,0.34
3.2669991170938286,1.13
1.2076830132412173,0.31
2.167026163768505,1.34
2.2658374109349655,1.35
1.194010625659774,0.23
2.144974785184386,1.36
